,running_saber11,running_sisben,spadies_any,tr
475296,-35,,0,0
475297,-76,11.5,0,0
475298,-126,,0,0
475299,-63,,0,0
475300,-104,13.549999542236328,0,0
475301,-64,,0,0
475302,-90,28.899999923706055,0,0
475303,-73,4.590000152587891,0,0
475304,-77,,0,0
475305,-67,49.17000003814697,0,0
475306,-86,,0,0
475307,-94,,0,0
475308,-99,44.60999996185303,0,0
475309,-17,48.66000015258789,0,0
475310,-80,,0,0
475311,-99,21.650001831054688,0,0
475312,-55,5.560001678466797,0,0
475313,-88,29.650000534057618,0,0
475314,-111,,0,0
475315,-87,50.26999994277954,0,0
475316,-48,,0,0
475317,-36,45.29999954223633,0,0
475318,-58,43.05000015258789,0,0
475319,-48,0.6600001525878909,0,0
475320,-76,36.11999923706055,0,0
475321,43,-13.669997863769531,0,0
475322,-53,15.649998626708985,0,0
475323,-55,,0,0
475324,-94,,0,0
475325,-76,-5.659998931884765,0,0
475326,-82,49.37999994277954,0,0
475327,-51,,0,0
475328,-122,31.809999771118164,0,0
475329,-89,-1.1700016784667966,0,0
475330,-43,-13.580000915527343,0,0
475331,-88,49.80000001907349,0,0
475332,-91,25.630000114440918,0,0
475333,-50,33.399999923706055,0,0
475334,-112,38.66000015258789,0,0
475335,-86,17.18999954223633,0,0
475336,-122,,0,0
475337,-107,21.489999771118164,0,0
475338,-71,4.229999542236328,0,0
475339,-19,,0,0
475340,-26,19.779999084472657,0,0
475341,-44,36.89000030517578,0,0
475342,22,,0,1
475343,-73,27.459999389648438,0,0
475344,-84,14.469998321533204,0,0
475345,-43,41.679999656677246,0,0
475346,64,,0,1
475347,-110,51.01999980926514,0,0
475348,-138,,0,0
475349,-108,10.869999237060547,0,0
475350,-75,49.26000005722046,0,0
475351,-70,10.719998321533204,0,0
475352,-111,20.259998626708985,0,0
475353,-66,20.239998168945313,0,0
475354,-102,,0,0
475355,-90,36.73000045776367,0,0
475356,-100,,0,0
475357,-75,27.869999237060547,0,0
475358,-35,36.11999984741211,0,0
475359,-140,7.640000305175782,0,0
475360,-57,35.23000045776367,0,0
475361,-175,27.88999969482422,0,0
475362,-62,3.8600006103515625,0,0
475363,-110,,0,0
475364,-52,,0,0
475365,-112,40.66000015258789,0,0
475366,-108,32.059999771118164,0,0
475367,-95,4.819999694824219,0,0
475368,-76,-19.330001525878906,0,0
475369,-38,-14.700000762939453,0,0
475370,-71,20.020000762939453,0,0
475371,-77,35.37999946594238,0,0
475372,-110,11.669999084472657,0,0
475373,-82,,0,0
475374,-28,,0,0
475375,-53,0.7799990844726565,0,0
475376,-101,,0,0
475377,-67,31.830000228881836,0,0
475378,-122,37.29999954223633,0,0
475379,-97,28.180000610351563,0,0
475380,-102,,0,0
475381,-49,4.5500001525878915,0,0
475382,-30,,0,0
475383,-43,-6.299998931884765,0,0
475384,-58,7.309998474121095,0,0
475385,-49,46.789999923706056,0,0
475386,-115,30.68000030517578,0,0
475387,-28,,0,0
475388,-138,,0,0
475389,-72,41.42000003814697,0,0
475390,-62,23.689998931884766,0,0
475391,-95,-1.3199993896484372,0,0
475392,-98,5.02999969482422,0,0
475393,-18,,0,0
475394,-27,32.62999946594238,0,0
475395,-134,,0,0
475396,0,,0,1
475397,-82,-6.539999999999999,0,0
475398,-68,45.67000038146973,0,0
475399,-63,-9.900000610351562,0,0
475400,-46,17.540001220703125,0,0
475401,-72,-7.870001831054687,0,0
475402,-58,8.52999969482422,0,0
475403,-80,24.4400008392334,0,0
475404,-4,,0,0
475405,-68,6.439999542236329,0,0
475406,-155,37.62999946594238,0,0
475407,-79,22.979999542236328,0,0
475408,-84,,0,0
475409,-74,24.93999954223633,0,0
475410,-115,,0,0
475411,-119,,0,0
475412,-52,,0,0
475413,-122,30.420000381469727,0,0
475414,-70,7.529998779296875,0,0
475415,-75,31.97000026702881,0,0
475416,-109,35.330000228881836,0,0
475417,-131,,0,0
475418,-64,,0,0
475419,-75,,0,0
475420,-75,26.719999618530274,0,0
475421,-76,,0,0
475422,-100,24.859999656677246,0,0
475423,-32,,0,0
475424,-60,,0,0
475425,-28,,0,0
475426,-100,,0,0
475427,-55,-4.3600006103515625,0,0
475428,-96,,0,0
475429,-133,,0,0
475430,-148,40.8800004196167,0,0
475431,-56,23.139999389648438,0,0
475432,-86,20.260000228881836,0,0
475433,-61,34.36999923706055,0,0
475434,-112,0.7000010681152347,0,0
475435,-103,14.919999084472657,0,0
475436,-147,12.82,0,0
475437,-72,37.61999923706055,0,0
475438,-146,,0,0
475439,-86,22.730000457763673,0,0
475440,-46,,0,0
475441,-69,31.130000114440918,0,0
475442,-79,32.93999954223633,0,0
475443,-63,18.110000610351562,0,0
475444,-101,26.47999984741211,0,0
475445,-91,,0,0
475446,-44,,0,0
475447,-73,,0,0
475448,-63,30.11999984741211,0,0
475449,-112,-0.4400015258789054,0,0
475450,-43,,0,0
475451,-80,,0,0
475452,-95,,0,0
475453,-86,7.959999084472656,0,0
475454,-39,29.13999969482422,0,0
475455,-3,,0,0
475456,-142,22.860000610351562,0,0
475457,-4,,0,0
475458,-72,-17.019996337890625,0,0
475459,-65,17.849998779296875,0,0
475460,-63,29.879999465942383,0,0
475461,-6,31.869999237060547,0,0
475462,-67,,0,0
475463,-24,-3.860000305175781,0,0
475464,-89,21.15999984741211,0,0
475465,-77,44.580000228881836,0,0
475466,-111,-3.8800001525878898,0,0
475467,-108,,0,0
475468,-82,,0,0
475469,-82,11.440000534057617,0,0
475470,-49,45.24999996185303,0,0
475471,-62,8.77999969482422,0,0
475472,-64,8.169999084472657,0,0
475473,-86,-2.0200001525878903,0,0
475474,-62,16.59999938964844,0,0
475475,-77,8.0,0,0
475476,-32,47.380000076293946,0,0
475477,-70,,0,0
475478,-104,22.489999771118164,0,0
475479,-135,,0,0
475480,-106,,0,0
475481,-100,7.950001678466798,0,0
475482,-110,9.620000839233398,0,0
475483,-85,12.849999389648438,0,0
475484,-44,,0,0
475485,-117,,0,0
475486,-21,43.92000038146973,0,0
475487,-60,36.9400008392334,0,0
475488,-115,39.219999618530274,0,0
475489,-50,13.569999694824219,0,0
475490,-86,,0,0
475491,-86,20.829998321533203,0,0
475492,-27,7.82,0,0
475493,-106,12.780000686645508,0,0
475494,-78,20.950001068115235,0,0
475495,-122,41.490000076293946,0,0
475496,-113,30.309999771118164,0,0
475497,-127,50.80999990463257,0,0
475498,-127,11.430001220703126,0,0
475499,-72,26.400000534057618,0,0
475500,-87,24.369999237060547,0,0
475501,-129,39.15000053405762,0,0
475502,-116,,0,0
475503,-72,49.399999923706055,0,0
475504,-90,49.53999979019165,0,0
475505,-49,-19.459998779296875,0,0
475506,-64,27.3300008392334,0,0
475507,-113,18.739999771118164,0,0
475508,-93,29.309999771118164,0,0
475509,-33,,0,0
475510,-43,-3.0499989318847653,0,0
475511,-49,-1.4000012207031247,0,0
475512,-57,23.259998626708985,0,0
475513,-60,-19.160003356933593,0,0
475514,-58,8.570000610351563,0,0
475515,-72,,0,0
475516,-86,14.620000839233398,0,0
475517,-83,,0,0
475518,-88,,0,0
475519,-92,-14.609999694824218,0,0
475520,-57,-6.860000305175781,0,0
475521,-124,31.840000457763672,0,0
475522,-123,26.81999969482422,0,0
475523,-85,8.009998321533203,0,0
475524,-102,39.82000061035156,0,0
475525,-50,21.669998474121094,0,0
475526,-81,,0,0
475527,-72,-8.260001831054687,0,0
475528,-44,26.789999923706056,0,0
475529,-16,,0,0
475530,-113,,0,0
475531,32,40.15000053405762,0,1
475532,-62,16.13999969482422,0,0
475533,-106,19.229999542236328,0,0
475534,-92,44.7700004196167,0,0
475535,-131,34.740000076293946,0,0
475536,-107,43.01999980926514,0,0
475537,-33,14.340000457763672,0,0
475538,-112,19.689998931884766,0,0
475539,-25,27.010000534057617,0,0
475540,-103,44.26999980926514,0,0
475541,-57,14.230000457763673,0,0
475542,-107,11.009999237060548,0,0
475543,-83,36.360000915527344,0,0
475544,-85,48.89000017166138,0,0
475545,-80,1.0999984741210938,0,0
475546,-121,,0,0
475547,-84,,0,0
475548,-90,-24.860000610351562,0,0
475549,-50,25.789999313354492,0,0
475550,-30,,0,0
475551,-76,17.31999969482422,0,0
475552,23,-13.110000305175781,0,0
475553,-85,,0,0
475554,-45,-18.340003662109375,0,0
475555,-80,35.77000076293945,0,0
475556,-66,40.27000076293945,0,0
475557,-15,24.430000610351563,0,0
475558,-22,7.889999694824219,0,0
475559,-103,43.43000026702881,0,0
475560,-76,,0,0
475561,-125,,0,0
475562,-105,43.97000022888184,0,0
475563,-70,4.790000915527344,0,0
475564,-46,12.469998321533204,0,0
475565,-98,,0,0
475566,-91,50.18999988555908,0,0
475567,-41,,0,0
475568,-51,27.920000381469727,0,0
475569,-110,37.29999954223633,0,0
475570,-158,,0,0
475571,-113,,0,0
475572,-47,-13.260001831054687,0,0
475573,-100,47.47999984741211,0,0
475574,-83,11.290001220703125,0,0
475575,-75,,0,0
475576,-120,50.55000001907349,0,0
475577,-97,,0,0
475578,-67,,0,0
475579,-85,,0,0
475580,-63,,0,0
475581,-102,,0,0
475582,-87,26.119999237060547,0,0
475583,56,,0,1
475584,-44,11.820000610351563,0,0
475585,-130,48.490000076293946,0,0
475586,-37,-5.979999542236328,0,0
475587,-98,34.66000015258789,0,0
475588,-61,,0,0
475589,-97,29.91000015258789,0,0
475590,-103,,0,0
475591,-113,49.26999980926514,0,0
475592,-89,,0,0
475593,-54,21.79000183105469,0,0
475594,-57,14.680001220703126,0,0
475595,-108,34.65000009536743,0,0
475596,-84,-7.729999542236328,0,0
475597,-86,,0,0
475598,-62,-0.15999954223632784,0,0
475599,-71,33.38999969482422,0,0
475600,-35,-20.139999084472656,0,0
475601,-73,,0,0
475602,-117,5.709999084472656,0,0
475603,-135,47.460000343322754,0,0
475604,-105,25.760000228881836,0,0
475605,-113,43.30000015258789,0,0
475606,-117,11.329999923706055,0,0
475607,-65,-4.850001373291015,0,0
475608,-73,,0,0
475609,-120,22.369999237060547,0,0
475610,-52,,0,0
475611,-112,15.879998168945313,0,0
475612,-63,-11.29,0,0
475613,-126,19.459999084472656,0,0
475614,-82,,0,0
475615,-72,,0,0
475616,-89,12.950001678466798,0,0
475617,-104,,0,0
475618,-98,19.66000015258789,0,0
475619,-77,-22.699996643066406,0,0
475620,-22,28.91000015258789,0,0
475621,-84,,0,0
475622,-40,,0,0
475623,-47,27.4400008392334,0,0
475624,-103,,0,0
475625,-36,,0,0
475626,-30,2.8300018310546875,0,0
475627,-30,16.590001068115235,0,0
475628,-45,49.30999990463257,0,0
475629,-76,24.279999084472657,0,0
475630,-127,,0,0
475631,-57,33.86999984741211,0,0
475632,-112,30.709999389648438,0,0
475633,-123,,0,0
475634,-158,27.130000076293946,0,0
475635,-94,,0,0
475636,-135,47.710000343322754,0,0
475637,-94,11.629998168945313,0,0
475638,-63,25.050000190734863,0,0
475639,-76,25.13999969482422,0,0
475640,-13,,0,0
475641,-60,19.66000015258789,0,0
475642,-43,,0,0
475643,-20,37.330000228881836,0,0
475644,-47,9.959999389648438,0,0
475645,-107,41.740000076293946,0,0
475646,-104,-12.590003662109375,0,0
475647,-92,10.850000381469727,0,0
475648,-62,17.52999969482422,0,0
475649,-53,10.680000610351563,0,0
475650,-68,13.800000152587891,0,0
475651,-77,-0.7900009155273438,0,0
475652,-112,24.16000015258789,0,0
475653,-35,6.439998626708984,0,0
475654,-52,53.05000015258789,0,0
475655,20,,0,1
475656,-50,3.189999542236329,0,0
475657,-46,,0,0
475658,-72,23.739998168945313,0,0
475659,-93,35.77000076293945,0,0
475660,-112,28.010000534057617,0,0
475661,-103,15.779999084472657,0,0
475662,-37,7.640000305175782,0,0
475663,-59,,0,0
475664,-93,20.259998626708985,0,0
475665,-69,39.34000045776367,0,0
475666,-57,46.179999656677246,0,0
475667,-117,11.680000610351563,0,0
475668,-110,,0,0
475669,-54,0.6500015258789062,0,0
475670,-98,,0,0
475671,-45,33.34000045776367,0,0
475672,-106,,0,0
475673,-66,36.910000762939454,0,0
475674,-82,,0,0
475675,-73,33.330000228881836,0,0
475676,-92,17.450000762939453,0,0
475677,-98,,0,0
475678,-42,,0,0
475679,-63,,0,0
475680,-92,,0,0
475681,-88,,0,0
475682,-101,24.46,0,0
475683,-51,-0.310000457763671,0,0
475684,-84,26.679999313354493,0,0
475685,-61,,0,0
475686,-53,18.079998321533203,0,0
475687,-2,37.91000015258789,0,0
475688,-94,,0,0
475689,-80,37.59000045776367,0,0
475690,24,21.360000610351562,0,1
475691,-96,26.390000343322754,0,0
475692,-68,-12.800002746582031,0,0
475693,-112,15.579998321533203,0,0
475694,-122,44.47999984741211,0,0
475695,-5,,0,0
475696,-40,31.649999618530273,0,0
475697,-61,29.140000305175782,0,0
475698,-92,,0,0
475699,-85,5.989998779296876,0,0
475700,-108,33.830000228881836,0,0
475701,-42,5.700001068115235,0,0
475702,-31,-13.300002746582031,0,0
475703,-104,20.380001373291016,0,0
475704,-51,28.859999656677246,0,0
475705,-64,17.30000015258789,0,0
475706,-80,6.939998626708984,0,0
475707,-97,30.88999969482422,0,0
475708,-178,13.530000686645508,0,0
475709,-54,,0,0
475710,-80,,0,0
475711,-61,,0,0
475712,62,,0,1
475713,-101,,0,0
475714,-51,,0,0
475715,-28,5.079998321533203,0,0
475716,-117,25.850000686645508,0,0
475717,-83,,0,0
475718,-83,12.620000839233398,0,0
475719,-86,40.7599995803833,0,0
475720,-101,8.160000152587891,0,0
475721,-112,32.20999938964844,0,0
475722,-103,,0,0
475723,17,,0,1
475724,-66,5.040001220703125,0,0
475725,-44,16.50000030517578,0,0
475726,-66,39.13999969482422,0,0
475727,-114,11.309999465942383,0,0
475728,-109,,0,0
475729,-117,,0,0
475730,-72,23.25,0,0
475731,-73,-9.799999237060547,0,0
475732,-107,-3.4099998474121094,0,0
475733,-72,,0,0
475734,-72,18.75000030517578,0,0
475735,-92,43.809999771118164,0,0
475736,-58,-8.029998474121093,0,0
475737,-117,,0,0
475738,-75,24.000000915527345,0,0
475739,-60,,0,0
475740,-126,,0,0
475741,-68,21.020001373291016,0,0
475742,-56,13.650001831054688,0,0
475743,-122,53.24999996185303,0,0
475744,-72,34.12999946594238,0,0
475745,-94,36.25000030517578,0,0
475746,-64,,0,0
475747,-41,-17.55999725341797,0,0
475748,-17,35.32,0,0
475749,-35,,0,0
475750,-85,29.539999923706056,0,0
475751,-115,36.91000015258789,0,0
475752,-91,,0,0
475753,-100,28.88999969482422,0,0
475754,-81,24.709999389648438,0,0
475755,-24,16.31999969482422,0,0
475756,-55,27.63999969482422,0,0
475757,-84,32.25999923706055,0,0
475758,-57,28.919999084472657,0,0
475759,-52,,0,0
475760,-111,17.47999984741211,0,0
475761,-111,,0,0
475762,-80,41.91000015258789,0,0
475763,-72,27.059999771118164,0,0
475764,-87,-0.7700001525878903,0,0
475765,-108,12.430000305175781,0,0
475766,-108,38.149999923706055,0,0
475767,-38,,0,0
475768,-105,,0,0
475769,-26,,0,0
475770,-103,5.520000457763672,0,0
475771,-52,37.93000061035156,0,0
475772,-70,,0,0
475773,-97,55.01000005722046,0,0
475774,-43,6.410000762939454,0,0
475775,-46,36.85000068664551,0,0
475776,-83,23.500000915527345,0,0
475777,-97,,0,0
475778,-36,,0,0
475779,-19,0.29000091552734375,0,0
475780,2,,0,1
475781,-28,,0,0
475782,-51,28.929999313354493,0,0
475783,-46,18.000000915527345,0,0
475784,-75,25.380000114440918,0,0
475785,-80,-0.4700003051757804,0,0
475786,-140,26.240000076293946,0,0
475787,-92,3.5400018310546884,0,0
475788,-135,15.070000610351563,0,0
475789,-50,,0,0
475790,-74,,0,0
475791,-90,44.82999988555908,0,0
475792,-100,36.059999771118164,0,0
475793,-79,21.700000762939453,0,0
475794,35,-22.55999725341797,0,0
475795,-31,,0,0
475796,-100,,0,0
475797,33,,0,1
475798,-1,,0,0
475799,-62,,0,0
475800,-48,,0,0
475801,-140,,0,0
475802,-57,,0,0
475803,-85,33.53999931335449,0,0
475804,-107,10.349999389648438,0,0
475805,-103,22.619999237060547,0,0
475806,-95,33.4400008392334,0,0
475807,-91,34.41000015258789,0,0
475808,-93,9.560001678466797,0,0
475809,-91,26.279999084472657,0,0
475810,-10,30.879999465942383,0,0
475811,-129,47.54999954223633,0,0
475812,-142,5.160000152587891,0,0
475813,-127,,0,0
475814,-48,,0,0
475815,-24,20.209999389648438,0,0
475816,-67,41.50000030517578,0,0
475817,-97,37.97999984741211,0,0
475818,-72,31.399999618530273,0,0
475819,-78,-12.23999755859375,0,0
475820,-91,51.180000133514405,0,0
475821,-37,,0,0
475822,-68,,0,0
475823,-74,30.029999084472657,0,0
475824,-92,29.75000030517578,0,0
475825,-119,,0,0
475826,-78,,0,0
475827,-77,,0,0
475828,-44,-10.980003051757812,0,0
475829,-95,8.009998626708985,0,0
475830,-127,25.54999954223633,0,0
475831,-58,,0,0
475832,-84,,0,0
475833,-3,24.820000610351563,0,0
475834,-122,21.200001068115235,0,0
475835,-118,46.28000003814697,0,0
475836,-98,,0,0
475837,-46,29.84999938964844,0,0
475838,-73,3.4500016784667977,0,0
475839,-121,26.590000457763672,0,0
475840,-25,,0,0
475841,-102,,0,0
475842,-38,-0.6500006103515616,0,0
475843,-92,,0,0
475844,-41,0.18999954223632898,0,0
475845,-70,,0,0
475846,-30,3.3499993896484384,0,0
475847,-129,19.459999084472656,0,0
475848,-63,,0,0
475849,-95,27.920000381469727,0,0
475850,-112,35.420000076293945,0,0
475851,-33,31.789999313354492,0,0
475852,-84,32.6999991607666,0,0
475853,-41,1.660000152587891,0,0
475854,-128,27.13999969482422,0,0
475855,-14,33.37999946594238,0,0
475856,-73,,0,0
475857,-82,,0,0
475858,-73,15.590000457763672,0,0
475859,-121,26.250000915527345,0,0
475860,-116,,0,0
475861,-93,24.0,0,0
475862,-120,52.589999980926514,0,0
475863,-11,,0,0
475864,-114,,0,0
475865,-115,24.8100004196167,0,0
475866,-83,,0,0
475867,-34,7.529998779296875,0,0
475868,-36,,0,0
475869,-77,43.64000030517578,0,0
475870,-112,27.469999618530274,0,0
475871,-96,,0,0
475872,-47,-0.02000015258789034,0,0
475873,-64,,0,0
475874,-55,40.399999923706055,0,0
475875,-100,35.06000038146973,0,0
475876,-28,,0,0
475877,-138,46.309999771118164,0,0
475878,-57,27.789999313354492,0,0
475879,-103,30.309999771118164,0,0
475880,-57,11.270001373291016,0,0
475881,-76,42.57,0,0
475882,-25,,0,0
475883,8,0.6499986267089852,0,1
475884,-79,,0,0
475885,-70,4.890000305175782,0,0
475886,-58,33.9499991607666,0,0
475887,-28,2.5500001525878915,0,0
475888,-70,,0,0
475889,-23,,0,0
475890,-84,,0,0
475891,-109,10.47999984741211,0,0
475892,-132,50.709999866485596,0,0
475893,-94,,0,0
475894,-90,,0,0
475895,-47,2.7300004577636727,0,0
475896,-60,,0,0
475897,-127,,0,0
475898,-75,26.180000610351563,0,0
475899,-43,-7.389999084472656,0,0
475900,-92,25.930000610351563,0,0
475901,-59,,0,0
475902,-83,42.65999980926514,0,0
475903,-105,20.989999771118164,0,0
475904,-45,,0,0
475905,-29,,0,0
475906,-97,,0,0
475907,-43,37.22000022888184,0,0
475908,-112,15.890000305175782,0,0
475909,-44,,0,0
475910,-94,22.529999084472657,0,0
475911,-71,,0,0
475912,-40,,0,0
475913,-82,,0,0
475914,-106,,0,0
475915,-135,26.29999954223633,0,0
475916,26,,0,1
475917,-106,37.61999923706055,0,0
475918,-87,15.079998321533203,0,0
475919,-40,,0,0
475920,-31,,0,0
475921,-76,,0,0
475922,-113,28.860000915527344,0,0
475923,-47,-4.580001525878906,0,0
475924,-22,31.9400008392334,0,0
475925,-73,6.480000457763673,0,0
475926,-82,11.649999618530273,0,0
475927,-103,33.54999954223633,0,0
475928,-110,,0,0
475929,-58,10.950001068115235,0,0
475930,-103,,0,0
475931,-67,,0,0
475932,-100,16.389999389648438,0,0
475933,-86,12.160000762939454,0,0
475934,-68,-5.990000762939452,0,0
475935,-112,46.309999771118164,0,0
475936,-57,,0,0
475937,-86,19.270000762939453,0,0
475938,-28,,0,0
475939,-92,24.629999465942383,0,0
475940,-16,30.949999160766602,0,0
475941,2,-12.560001373291016,0,0
475942,-96,,0,0
475943,-47,40.080000228881836,0,0
475944,0,23.649998626708985,0,1
475945,-57,-3.039999999999999,0,0
475946,-119,,0,0
475947,-106,4.169999084472657,0,0
475948,-33,,0,0
475949,-35,,0,0
475950,-94,30.900000534057618,0,0
475951,-52,25.449999809265137,0,0
475952,-31,26.360000915527344,0,0
475953,-87,,0,0
475954,-138,47.26999980926514,0,0
475955,-42,,0,0
475956,-103,14.750000305175782,0,0
475957,-107,49.91999990463257,0,0
475958,-76,,0,0
475959,-47,,0,0
475960,-81,16.63999969482422,0,0
475961,-97,4.029998779296875,0,0
475962,-91,,0,0
475963,-64,,0,0
475964,-78,38.03999931335449,0,0
475965,-112,,0,0
475966,-111,,0,0
475967,-48,8.189998626708984,0,0
475968,-40,17.049999237060547,0,0
475969,-93,,0,0
475970,-55,7.180001220703126,0,0
475971,-87,,0,0
475972,-110,,0,0
475973,-115,33.6999991607666,0,0
475974,-125,31.77999973297119,0,0
475975,-113,15.169998474121094,0,0
475976,-47,,0,0
475977,-55,5.8899993896484375,0,0
475978,-112,,0,0
475979,-25,52.05000015258789,0,0
475980,-87,36.77000076293945,0,0
475981,-60,,0,0
475982,-78,29.470000228881837,0,0
475983,-19,7.5500001525878915,0,0
475984,-97,,0,0
475985,-56,,0,0
475986,-24,,0,0
475987,-100,32.31000038146973,0,0
475988,-86,17.950001678466798,0,0
475989,-87,,0,0
475990,-109,,0,0
475991,-43,11.770001373291016,0,0
475992,-64,-25.849998168945312,0,0
475993,37,-14.340003662109375,0,0
475994,-73,-6.080001525878906,0,0
475995,9,13.829998321533203,0,1
475996,-137,,0,0
475997,-61,27.279999084472657,0,0
475998,22,,0,1
475999,-20,,0,0
476000,-75,9.320000610351563,0,0
476001,-36,5.930001220703126,0,0
476002,-80,14.989998779296876,0,0
476003,-66,,0,0
476004,-144,23.520000457763672,0,0
476005,-85,33.23000045776367,0,0
476006,-24,18.489998168945313,0,0
476007,-68,7.469998321533204,0,0
476008,-32,24.059999465942383,0,0
476009,-19,34.11999923706055,0,0
476010,-116,18.430000610351563,0,0
476011,-100,,0,0
476012,-25,,0,0
476013,-90,21.32,0,0
476014,-70,,0,0
476015,-24,-6.349998168945312,0,0
476016,-120,-1.5100018310546872,0,0
476017,-75,,0,0
476018,-82,0.18000061035156278,0,0
476019,-113,,0,0
476020,-52,20.21,0,0
476021,-99,-18.700003662109374,0,0
476022,-83,39.30000015258789,0,0
476023,-75,,0,0
476024,-177,,0,0
476025,-93,8.59000015258789,0,0
476026,-69,43.740000076293946,0,0
476027,-63,-3.7999983215332023,0,0
476028,-101,8.329998931884766,0,0
476029,-52,14.47999984741211,0,0
476030,-99,20.420000076293945,0,0
476031,-72,-9.379996948242187,0,0
476032,-61,4.739998779296876,0,0
476033,-103,,0,0
476034,-87,,0,0
476035,-93,27.779999084472657,0,0
476036,-62,,0,0
476037,-70,17.54000183105469,0,0
476038,-105,28.960000038146973,0,0
476039,-138,16.719998321533204,0,0
476040,-32,24.309999465942383,0,0
476041,-51,29.090000457763672,0,0
476042,-41,36.93000061035156,0,0
476043,-13,,0,0
476044,-93,-9.919997863769531,0,0
476045,-111,,0,0
476046,-36,24.570000610351563,0,0
476047,-7,26.850000686645508,0,0
476048,-113,20.280000686645508,0,0
476049,-72,38.9400008392334,0,0
476050,-78,33.13999969482422,0,0
476051,-100,7.329998321533203,0,0
476052,-49,29.9400008392334,0,0
476053,-127,0.7999995422363284,0,0
476054,-70,1.5799983215332034,0,0
476055,-50,-1.7799984741210935,0,0
476056,-108,33.05000019073486,0,0
476057,-82,,0,0
476058,-101,39.610000915527344,0,0
476059,-121,26.830000228881836,0,0
476060,-26,,0,0
476061,-133,18.099998779296875,0,0
476062,-28,7.7200015258789065,0,0
476063,-80,,0,0
476064,-107,44.210000343322754,0,0
476065,-43,,0,0
476066,-74,,0,0
476067,-31,-17.72000030517578,0,0
476068,-93,,0,0
476069,-84,,0,0
476070,-63,4.939999542236329,0,0
476071,-50,-15.73999755859375,0,0
476072,-54,24.639999389648438,0,0
476073,-72,14.000000305175782,0,0
476074,-85,,0,0
476075,-123,19.520000762939453,0,0
476076,-72,,0,0
476077,-63,,0,0
476078,-70,,0,0
476079,-118,25.149999618530273,0,0
476080,-3,,0,0
476081,-105,27.880000076293946,0,0
476082,-63,,0,0
476083,-107,34.03000020980835,0,0
476084,-64,18.450001678466798,0,0
476085,-111,2.5999987792968753,0,0
476086,-62,-8.919997863769531,0,0
476087,-14,50.15000005722046,0,0
476088,-105,43.67000003814697,0,0
476089,-108,49.510000190734864,0,0
476090,-86,3.0000003051757815,0,0
476091,7,,0,1
476092,-124,31.869999885559082,0,0
476093,-40,-21.059996643066405,0,0
476094,-92,42.20000011444092,0,0
476095,-87,31.510000228881836,0,0
476096,-110,15.759998626708985,0,0
476097,-44,1.6800006103515628,0,0
476098,-83,30.229999542236328,0,0
476099,-74,41.09000045776367,0,0
476100,-13,43.899999923706055,0,0
476101,-100,10.120000839233398,0,0
476102,-63,44.72000022888184,0,0
476103,-5,,0,0
476104,-65,31.09999938964844,0,0
476105,-133,,0,0
476106,-68,39.000000915527345,0,0
476107,-128,25.020000762939453,0,0
476108,-64,,0,0
476109,-135,42.330000228881836,0,0
476110,-119,,0,0
476111,-38,,0,0
476112,-101,17.150001831054688,0,0
476113,-120,34.27000076293945,0,0
476114,-120,30.359999656677246,0,0
476115,-49,16.520000762939453,0,0
476116,-61,,0,0
476117,-126,35.53999996185303,0,0
476118,-113,-4.060001068115234,0,0
476119,7,,0,1
476120,-76,30.670000381469727,0,0
476121,-27,-5.619998626708984,0,0
476122,-46,-20.209999084472656,0,0
476123,-3,26.649999618530273,0,0
476124,-120,46.76999980926514,0,0
476125,-102,4.219998321533204,0,0
476126,-64,8.71,0,0
476127,-121,16.719999313354492,0,0
476128,-122,31.88999969482422,0,0
476129,-36,15.32,0,0
476130,-67,47.49999996185303,0,0
476131,-40,2.009998321533203,0,0
476132,-57,,0,0
476133,-121,-4.260001831054687,0,0
476134,-87,48.589999980926514,0,0
476135,-82,49.789999923706056,0,0
476136,-33,10.290000915527344,0,0
476137,-101,35.02000076293945,0,0
476138,-78,,0,0
476139,-88,-22.12000244140625,0,0
476140,-13,-10.29,0,0
476141,-106,,0,0
476142,-48,37.60000068664551,0,0
476143,-60,22.520000457763672,0,0
476144,-64,-9.779998474121093,0,0
476145,-60,45.429999656677246,0,0
476146,-104,15.489998168945313,0,0
476147,-86,24.22999984741211,0,0
476148,-73,12.860000610351562,0,0
476149,-63,41.490000076293946,0,0
476150,-44,,0,0
476151,-90,-4.639998474121093,0,0
476152,-45,6.119998931884766,0,0
476153,-36,37.97000022888184,0,0
476154,-99,19.570000610351563,0,0
476155,-97,-19.160003356933593,0,0
476156,-123,,0,0
476157,-60,34.11999988555908,0,0
476158,-80,33.52999908447266,0,0
476159,-54,40.39000030517578,0,0
476160,73,,0,1
476161,-107,1.2000007629394531,0,0
476162,-97,14.299999542236328,0,0
476163,-113,23.970001525878907,0,0
476164,-112,,0,0
476165,-67,20.110001525878907,0,0
476166,-112,-2.770000457763672,0,0
476167,-60,14.809998474121095,0,0
476168,-63,,0,0
476169,-87,-10.25,0,0
476170,-135,,0,0
476171,-28,12.719999313354492,0,0
476172,-129,,0,0
476173,-98,39.4400008392334,0,0
476174,-122,,0,0
476175,8,29.019999465942384,0,1
476176,-55,,0,0
476177,-86,10.690000534057617,0,0
476178,-119,24.030000686645508,0,0
476179,-121,28.590000457763672,0,0
476180,-39,47.21,0,0
476181,23,,0,1
476182,-122,-20.459998779296875,0,0
